EmployeeNumber,EnvironmentSatisfaction,JobInvolvement,JobLevel,Department,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,ExperienceLevel
850,4,3,1,Research & Development,Research Scientist,4,1706,1,No,3,0,0,0,0,Entry
851,1,3,4,Sales,Manager,3,16307,2,No,3,29,20,6,4,Senior
852,4,3,2,Research & Development,Healthcare Representative,2,5933,9,No,3,10,5,2,2,Intermediate
854,1,4,1,Research & Development,Research Scientist,1,3424,7,No,3,6,4,3,0,Entry
855,1,4,2,Sales,Sales Executive,1,4037,1,No,4,9,9,8,0,Entry
856,3,2,1,Research & Development,Research Scientist,1,2559,1,No,3,6,6,5,1,Entry
857,2,3,2,Sales,Sales Executive,4,6201,1,Yes,3,18,18,14,4,Senior
859,2,3,2,Sales,Sales Executive,4,4403,2,No,3,8,5,2,0,Entry
861,2,2,1,Research & Development,Research Scientist,4,3761,9,No,3,10,5,4,0,Intermediate
862,1,2,3,Sales,Sales Executive,4,10934,7,Yes,3,35,5,2,0,Senior
864,4,3,3,Sales,Sales Executive,1,10761,4,Yes,3,18,5,4,0,Senior
865,3,4,2,Research & Development,Research Scientist,3,5175,5,No,3,9,5,3,1,Entry
867,3,2,4,Research & Development,Manufacturing Director,4,13826,3,No,4,31,9,8,0,Senior
868,4,2,2,Sales,Sales Executive,3,6334,4,No,3,9,1,0,0,Entry
869,2,2,1,Human Resources,Human Resources,4,4936,1,No,3,6,5,1,0,Entry
872,4,2,2,Research & Development,Manufacturing Director,4,4775,6,No,4,4,2,2,2,Entry
874,1,4,1,Research & Development,Laboratory Technician,4,2818,2,Yes,4,10,3,2,0,Intermediate
875,2,3,1,Research & Development,Research Scientist,4,2515,5,Yes,3,8,2,1,2,Entry
878,1,2,1,Human Resources,Human Resources,1,2342,0,No,4,6,5,4,0,Entry
879,3,3,2,Sales,Sales Executive,1,4194,1,Yes,3,5,5,3,0,Entry
880,4,2,3,Research & Development,Manufacturing Director,3,10685,1,Yes,4,17,17,14,5,Senior
881,4,3,1,Research & Development,Research Scientist,2,2022,1,Yes,3,10,10,2,7,Intermediate
882,4,3,1,Research & Development,Laboratory Technician,4,2314,0,No,3,4,3,0,0,Entry
885,3,2,2,Sales,Sales Executive,1,4256,1,No,3,5,5,2,0,Entry
887,3,3,1,Research & Development,Research Scientist,1,3580,2,No,3,7,4,2,0,Entry
888,1,2,1,Research & Development,Laboratory Technician,4,3162,0,No,3,6,5,2,3,Entry
889,2,3,2,Sales,Sales Executive,2,6524,1,No,3,10,10,8,5,Intermediate
893,2,2,1,Sales,Sales Representative,2,2899,0,No,3,3,2,2,1,Entry
894,3,4,2,Research & Development,Laboratory Technician,4,5231,2,Yes,3,17,5,3,1,Senior
895,4,3,1,Research & Development,Research Scientist,4,2356,3,Yes,3,8,6,4,0,Entry
896,2,2,1,Sales,Sales Representative,3,2800,6,Yes,3,5,3,2,0,Entry
897,1,3,4,Sales,Sales Executive,4,11836,5,No,3,28,2,0,2,Senior
899,4,2,3,Research & Development,Manufacturing Director,2,10903,3,No,3,16,13,10,4,Senior
900,3,3,1,Sales,Sales Representative,4,2973,5,No,3,10,5,4,0,Intermediate
901,4,3,4,Research & Development,Research Director,4,14275,6,No,3,33,12,9,3,Senior
902,4,3,2,Research & Development,Healthcare Representative,4,5562,4,No,3,12,5,2,2,Intermediate
903,3,3,2,Sales,Sales Executive,4,4537,0,Yes,4,8,7,6,7,Entry
904,1,3,3,Sales,Sales Executive,2,7642,1,Yes,3,10,10,0,0,Intermediate
905,1,3,4,Research & Development,Manager,1,17924,1,No,3,31,31,6,14,Senior
909,4,2,2,Human Resources,Human Resources,4,5204,8,No,3,13,5,4,0,Intermediate
910,4,3,1,Human Resources,Human Resources,2,2277,3,Yes,3,7,4,3,0,Entry
911,1,3,1,Research & Development,Laboratory Technician,4,2795,1,Yes,4,1,1,0,0,Entry
912,1,2,1,Research & Development,Laboratory Technician,4,2532,6,No,3,8,4,3,0,Entry
913,2,3,1,Research & Development,Research Scientist,1,2559,1,Yes,3,8,8,7,7,Entry
916,1,3,2,Sales,Sales Executive,4,4908,1,No,3,4,4,2,0,Entry
918,4,2,1,Research & Development,Laboratory Technician,4,2380,9,Yes,3,3,1,0,0,Entry
920,1,3,2,Research & Development,Manufacturing Director,2,4765,4,No,4,4,1,0,0,Entry
922,3,2,1,Sales,Sales Representative,3,2044,1,No,3,2,2,2,0,Entry
923,4,3,1,Research & Development,Research Scientist,4,2693,1,No,3,1,1,0,0,Entry
924,3,3,2,Research & Development,Healthcare Representative,4,6586,0,Yes,3,17,16,8,4,Senior
925,4,2,1,Sales,Sales Representative,4,3294,1,Yes,3,3,3,2,1,Entry
926,2,3,2,Research & Development,Manufacturing Director,3,4171,0,Yes,3,4,3,2,0,Entry
927,2,1,1,Research & Development,Laboratory Technician,4,2778,4,Yes,3,10,7,7,1,Intermediate
930,3,3,1,Research & Development,Research Scientist,3,2377,5,No,3,6,2,2,2,Entry
932,4,3,1,Research & Development,Laboratory Technician,1,2404,7,Yes,4,8,2,2,2,Entry
933,2,3,1,Research & Development,Research Scientist,3,2318,1,No,3,1,1,1,0,Entry
934,2,3,1,Research & Development,Laboratory Technician,2,2008,1,No,3,1,1,0,1,Entry
936,3,2,2,Sales,Sales Executive,3,6244,7,No,3,10,5,4,0,Intermediate
939,3,2,1,Research & Development,Research Scientist,1,2799,3,Yes,3,6,3,2,0,Entry
940,3,2,3,Research & Development,Healthcare Representative,2,10552,2,Yes,3,24,6,0,0,Senior
941,2,2,1,Sales,Sales Representative,3,2329,3,No,3,13,7,7,5,Intermediate
942,4,3,2,Research & Development,Healthcare Representative,4,4014,1,Yes,4,10,10,6,0,Intermediate
944,1,3,3,Research & Development,Laboratory Technician,2,7403,4,No,3,29,26,9,1,Senior
945,4,3,1,Research & Development,Research Scientist,3,2259,4,No,3,13,0,0,0,Intermediate
947,4,3,2,Sales,Sales Executive,3,6932,1,No,3,9,9,8,0,Entry
949,2,3,1,Research & Development,Research Scientist,4,4678,2,No,3,8,6,2,0,Entry
950,4,3,3,Research & Development,Research Director,1,13582,1,No,3,15,15,12,5,Entry
951,3,2,1,Research & Development,Laboratory Technician,2,2332,6,No,4,5,3,0,0,Entry
952,3,2,1,Sales,Sales Representative,2,2413,1,Yes,3,1,1,0,0,Entry
954,1,2,3,Sales,Sales Executive,2,9705,2,No,3,11,1,0,0,Intermediate
956,3,2,2,Sales,Sales Executive,1,4294,1,No,3,7,7,7,0,Entry
957,4,3,1,Research & Development,Laboratory Technician,1,4721,2,Yes,3,20,18,13,2,Senior
958,3,3,1,Research & Development,Laboratory Technician,3,2519,4,No,4,16,11,8,3,Senior
959,4,2,1,Sales,Sales Representative,2,2121,1,Yes,3,1,1,0,0,Entry
960,1,3,1,Research & Development,Laboratory Technician,1,2973,1,No,3,1,1,0,0,Entry
961,4,3,2,Research & Development,Healthcare Representative,4,5855,0,Yes,3,10,9,7,8,Intermediate
964,4,3,1,Research & Development,Research Scientist,2,3617,8,Yes,3,3,1,1,0,Entry
966,3,3,2,Research & Development,Manufacturing Director,1,6725,1,No,3,8,8,7,6,Entry
967,3,2,3,Sales,Sales Executive,4,10325,1,Yes,3,16,16,7,3,Senior
969,2,2,2,Research & Development,Healthcare Representative,4,6949,0,No,3,6,5,0,1,Entry
970,1,2,3,Sales,Sales Executive,3,10609,5,No,3,17,14,1,11,Senior
972,3,3,2,Research & Development,Laboratory Technician,2,4447,1,No,3,9,9,7,0,Entry
974,3,3,1,Sales,Sales Representative,4,2157,1,No,3,3,3,1,0,Entry
975,3,3,2,Sales,Sales Executive,3,4601,1,No,3,5,5,2,1,Entry
976,4,3,4,Research & Development,Manager,4,17099,2,No,3,26,9,8,7,Senior
977,4,3,1,Research & Development,Research Scientist,3,2479,4,No,4,7,1,0,0,Entry
981,3,3,4,Sales,Manager,3,14852,6,No,3,22,17,13,15,Senior
982,3,3,3,Sales,Sales Executive,3,7264,5,No,3,10,8,4,7,Intermediate
983,3,3,2,Sales,Sales Executive,4,5666,1,Yes,3,6,5,3,1,Entry
984,4,3,3,Sales,Sales Executive,4,7823,6,No,3,12,10,9,0,Intermediate
985,1,4,3,Sales,Sales Executive,3,7880,0,No,3,9,8,7,0,Entry
986,2,4,4,Sales,Sales Executive,2,13194,4,Yes,3,22,1,0,0,Senior
987,3,4,2,Research & Development,Manufacturing Director,3,5067,1,Yes,3,20,19,10,2,Senior
990,1,3,2,Sales,Sales Executive,4,5079,4,No,3,12,7,7,0,Intermediate
991,3,2,1,Research & Development,Research Scientist,1,2321,0,Yes,4,4,3,2,1,Entry
992,4,3,4,Sales,Manager,3,17444,1,No,3,10,10,8,6,Intermediate
994,4,2,1,Research & Development,Research Scientist,1,2404,6,Yes,4,3,0,0,0,Entry
995,2,3,1,Research & Development,Research Scientist,4,3452,3,No,3,5,3,2,0,Entry
996,4,3,1,Research & Development,Laboratory Technician,4,2270,3,No,3,8,5,3,0,Entry
997,4,3,4,Research & Development,Research Director,4,17399,9,No,4,32,5,4,1,Senior
998,3,4,2,Research & Development,Healthcare Representative,2,5488,1,Yes,3,6,6,5,1,Entry
999,1,3,5,Research & Development,Research Director,3,19419,2,No,3,21,18,16,0,Senior
1001,3,3,1,Research & Development,Laboratory Technician,2,2811,9,No,3,4,2,2,2,Entry
1002,4,3,2,Research & Development,Laboratory Technician,1,3633,1,Yes,3,9,9,8,0,Entry
1003,4,3,2,Sales,Sales Executive,4,4163,1,Yes,3,9,9,0,0,Entry
1004,1,3,1,Research & Development,Research Scientist,3,2132,4,Yes,3,7,5,2,0,Entry
1005,4,3,4,Research & Development,Manufacturing Director,3,13973,3,Yes,3,22,12,11,1,Senior
1006,3,3,1,Research & Development,Research Scientist,3,2684,0,No,3,3,2,1,0,Entry
1007,4,3,3,Research & Development,Manufacturing Director,3,10845,6,No,3,13,8,7,0,Intermediate
1009,4,2,2,Research & Development,Manufacturing Director,3,4377,1,No,3,5,4,2,3,Entry
1010,3,2,1,Research & Development,Laboratory Technician,2,3743,1,Yes,4,5,4,2,0,Entry
1011,3,3,2,Research & Development,Manufacturing Director,1,4148,1,No,3,4,4,3,0,Entry
1012,2,3,1,Research & Development,Research Scientist,4,1051,1,No,3,0,0,0,0,Entry
1013,3,3,3,Research & Development,Manufacturing Director,3,10739,8,No,3,22,10,7,0,Senior
1014,3,3,3,Research & Development,Healthcare Representative,3,10388,1,Yes,3,16,16,10,10,Senior
1015,2,4,3,Research & Development,Research Director,1,11416,0,Yes,3,9,8,7,1,Entry
1016,4,2,1,Research & Development,Research Scientist,1,2600,1,Yes,3,1,1,0,0,Entry
1017,2,3,1,Research & Development,Laboratory Technician,2,2422,0,No,3,4,3,2,1,Entry
1018,4,4,2,Research & Development,Manufacturing Director,4,5472,1,No,3,8,8,7,1,Entry
1019,2,1,1,Research & Development,Laboratory Technician,1,2451,1,No,3,4,4,3,1,Entry
1022,1,2,2,Research & Development,Healthcare Representative,3,4240,2,No,3,19,2,2,2,Senior
1024,3,2,3,Research & Development,Healthcare Representative,3,10999,7,No,3,27,15,11,4,Senior
1025,4,3,2,Research & Development,Manufacturing Director,3,5003,6,No,3,8,2,2,2,Entry
1026,4,2,4,Research & Development,Manufacturing Director,4,12742,1,No,3,21,21,6,11,Senior
1027,1,3,2,Research & Development,Manufacturing Director,4,4227,0,No,3,4,3,2,2,Entry
1028,2,3,1,Research & Development,Laboratory Technician,4,3917,1,No,4,3,3,2,1,Entry
1029,4,3,5,Sales,Manager,3,18303,6,No,3,21,1,0,0,Senior
1030,1,3,1,Research & Development,Laboratory Technician,4,2380,4,No,3,8,1,0,0,Entry
1032,3,2,4,Research & Development,Manufacturing Director,4,13726,3,Yes,3,30,5,3,4,Senior
1033,1,1,2,Research & Development,Healthcare Representative,2,4777,5,No,3,15,1,0,0,Entry
1034,3,3,2,Research & Development,Healthcare Representative,2,6385,3,Yes,3,17,8,7,6,Senior
1035,2,1,5,Research & Development,Research Director,3,19973,1,No,4,21,21,16,5,Senior
1036,2,3,2,Sales,Sales Executive,4,6861,8,Yes,3,19,1,0,0,Senior
1037,2,1,2,Sales,Sales Executive,1,4969,8,No,3,7,2,2,2,Entry
1038,1,1,5,Sales,Manager,4,19845,1,No,3,33,32,14,6,Senior
1039,4,4,4,Sales,Sales Executive,4,13320,3,Yes,3,23,12,11,11,Senior
1040,4,3,2,Sales,Sales Executive,3,6347,0,No,3,19,18,7,0,Senior
1042,3,4,1,Research & Development,Laboratory Technician,1,2743,1,No,3,18,17,13,15,Senior
1043,4,3,3,Research & Development,Manufacturing Director,1,10880,1,Yes,3,21,21,6,2,Senior
1044,2,2,1,Sales,Sales Representative,4,2342,0,No,3,3,2,2,2,Entry
1045,4,3,4,Sales,Manager,4,17650,3,No,3,26,9,3,1,Senior
1046,4,3,1,Research & Development,Laboratory Technician,3,4025,9,No,3,10,8,7,7,Intermediate
1047,2,4,2,Sales,Sales Executive,4,9725,0,No,3,16,15,1,0,Senior
1048,2,3,3,Sales,Manager,4,11904,3,Yes,3,14,6,4,0,Intermediate
1049,2,3,1,Human Resources,Human Resources,2,2177,1,No,3,6,6,3,0,Entry
1050,3,2,3,Sales,Sales Executive,2,7525,2,No,3,30,15,7,6,Senior
1052,1,3,2,Research & Development,Laboratory Technician,3,4834,7,No,3,9,1,0,0,Entry
1053,1,3,1,Research & Development,Research Scientist,1,2042,6,Yes,3,6,3,2,1,Entry
1055,3,3,1,Sales,Sales Representative,3,2220,1,Yes,3,1,1,1,0,Entry
1056,4,3,1,Sales,Sales Representative,2,1052,1,No,4,1,1,0,0,Entry
1060,3,3,1,Research & Development,Research Scientist,3,2821,3,No,3,8,2,2,2,Entry
1061,2,3,5,Research & Development,Research Director,3,19237,2,Yes,3,29,8,1,7,Senior
1062,4,3,2,Research & Development,Healthcare Representative,2,4107,3,No,3,8,4,3,0,Entry
1066,3,3,2,Sales,Sales Executive,1,8396,1,No,3,8,7,7,7,Entry
1068,1,2,1,Research & Development,Research Scientist,3,2007,1,No,3,5,5,3,1,Entry
1069,4,3,5,Research & Development,Research Director,4,19627,9,No,3,23,2,2,2,Senior
1070,3,2,3,Sales,Sales Executive,3,10686,6,No,3,13,9,4,7,Intermediate
1071,1,3,1,Research & Development,Research Scientist,3,2942,2,No,3,18,5,4,0,Senior
1073,4,2,3,Research & Development,Manufacturing Director,4,8858,0,No,3,15,14,8,7,Entry
1074,3,2,4,Research & Development,Manager,1,16756,7,No,3,31,9,7,6,Senior
1076,3,2,3,Sales,Sales Executive,4,10798,5,No,3,18,1,0,0,Senior
1077,4,3,1,Sales,Sales Representative,4,2323,1,Yes,3,2,2,2,0,Entry
1079,3,2,1,Research & Development,Laboratory Technician,1,1416,1,No,3,1,1,0,1,Entry
1080,4,2,2,Research & Development,Research Scientist,1,4615,8,Yes,4,19,16,13,1,Senior
1081,1,3,1,Research & Development,Research Scientist,3,2461,9,Yes,3,18,10,0,2,Senior
1082,2,2,3,Research & Development,Healthcare Representative,1,8722,1,No,3,10,10,7,1,Intermediate
1083,1,2,1,Research & Development,Laboratory Technician,1,3955,1,No,3,6,5,3,1,Entry
1084,3,3,2,Research & Development,Manufacturing Director,1,9957,0,No,3,7,6,2,0,Entry
1085,2,4,1,Research & Development,Research Scientist,3,3376,1,No,3,10,10,6,0,Intermediate
1088,3,2,3,Research & Development,Healthcare Representative,3,8823,0,No,3,20,19,9,1,Senior
1092,1,3,3,Research & Development,Healthcare Representative,4,10322,4,No,4,14,11,10,11,Intermediate
1094,1,1,1,Research & Development,Laboratory Technician,3,4621,1,No,3,3,3,2,1,Entry
1096,4,3,3,Research & Development,Manufacturing Director,2,10976,3,No,3,23,3,2,1,Senior
1097,3,3,2,Research & Development,Research Scientist,3,3660,3,No,3,10,8,7,1,Intermediate
1098,2,2,3,Human Resources,Human Resources,1,10482,9,No,3,24,20,6,3,Senior
1099,4,2,3,Research & Development,Healthcare Representative,4,7119,4,No,3,9,3,2,1,Entry
1100,4,3,3,Sales,Sales Executive,1,9582,0,Yes,4,9,8,7,4,Entry
1101,1,2,2,Research & Development,Research Scientist,3,4508,1,No,4,14,13,7,3,Intermediate
1102,1,3,1,Research & Development,Laboratory Technician,3,2207,1,No,3,4,4,2,2,Entry
1103,1,3,2,Research & Development,Healthcare Representative,4,7756,0,No,3,7,6,2,0,Entry
1105,4,2,2,Sales,Sales Executive,4,6694,2,Yes,3,8,1,0,0,Entry
1106,4,3,1,Research & Development,Laboratory Technician,4,3691,1,Yes,3,7,7,7,5,Entry
1107,1,3,1,Research & Development,Laboratory Technician,3,2377,1,No,4,1,1,1,0,Entry
1108,1,2,1,Research & Development,Research Scientist,2,2313,4,Yes,4,5,2,2,2,Entry
1109,4,3,4,Research & Development,Manager,1,17665,0,No,3,23,22,6,13,Senior
1111,1,2,1,Research & Development,Laboratory Technician,2,2596,1,No,3,1,1,0,0,Entry
1113,4,3,2,Sales,Sales Executive,3,4728,3,Yes,3,5,0,0,0,Entry
1114,4,3,2,Sales,Sales Executive,2,4302,0,No,3,4,3,2,0,Entry
1115,3,2,1,Research & Development,Research Scientist,4,2979,3,No,3,6,0,0,0,Entry
1116,1,4,4,Research & Development,Manager,4,16885,2,No,4,27,5,4,2,Senior
1117,2,2,2,Sales,Sales Executive,3,5593,1,No,3,15,15,10,4,Entry
1118,2,3,3,Research & Development,Healthcare Representative,2,10445,7,No,3,18,8,6,4,Senior
1119,3,2,3,Sales,Sales Executive,3,8740,0,Yes,3,9,8,7,2,Entry
1120,3,3,1,Research & Development,Research Scientist,4,2514,4,No,4,11,7,5,1,Intermediate
1121,4,3,3,Research & Development,Manufacturing Director,2,7655,0,No,3,10,9,7,1,Intermediate
1124,1,3,4,Sales,Manager,3,17465,3,No,3,23,12,9,4,Senior
1125,4,3,3,Sales,Sales Executive,2,7351,7,No,3,10,1,0,0,Intermediate
1126,3,3,3,Research & Development,Manufacturing Director,1,10820,8,No,3,18,8,7,0,Senior
1127,1,3,4,Research & Development,Healthcare Representative,4,12169,7,No,3,21,18,7,11,Senior
1128,3,2,5,Research & Development,Research Director,3,19626,1,No,3,21,20,7,4,Senior
1131,4,2,1,Research & Development,Research Scientist,2,2070,1,Yes,3,2,2,2,2,Entry
1132,3,3,2,Research & Development,Laboratory Technician,2,6782,9,No,3,9,5,4,0,Entry
1133,1,3,2,Research & Development,Manufacturing Director,4,7779,2,No,4,18,11,9,0,Senior
1135,3,4,1,Sales,Sales Representative,4,2791,0,No,3,3,2,2,2,Entry
1136,1,2,1,Research & Development,Research Scientist,2,3201,0,No,3,6,5,3,0,Entry
1137,4,3,2,Sales,Sales Executive,4,4968,1,No,3,5,5,2,0,Entry
1138,4,2,4,Sales,Sales Executive,2,13120,6,No,3,22,9,8,2,Senior
1140,4,3,2,Research & Development,Manufacturing Director,3,4033,2,No,3,5,3,2,0,Entry
1143,4,3,1,Research & Development,Research Scientist,2,3291,0,No,3,8,7,5,1,Entry
1148,2,1,2,Research & Development,Laboratory Technician,4,4272,4,No,3,16,1,0,0,Senior
1150,2,2,2,Research & Development,Manufacturing Director,4,5056,1,Yes,3,10,10,7,1,Intermediate
1152,3,4,1,Human Resources,Human Resources,3,2844,1,No,3,7,7,6,5,Entry
1154,3,2,1,Research & Development,Research Scientist,3,2703,1,Yes,3,3,3,1,0,Entry
1156,3,3,1,Research & Development,Laboratory Technician,3,1904,1,No,3,0,0,0,0,Entry
1157,1,3,2,Sales,Sales Executive,1,8224,0,Yes,3,6,5,2,0,Entry
1158,2,3,1,Research & Development,Laboratory Technician,4,4766,3,Yes,3,6,1,0,0,Entry
1160,3,3,1,Research & Development,Laboratory Technician,3,2610,1,No,3,2,2,2,2,Entry
1161,3,2,2,Research & Development,Healthcare Representative,4,5731,7,No,3,9,6,2,1,Entry
1162,4,2,1,Research & Development,Research Scientist,3,2539,1,No,3,4,4,2,2,Entry
1163,2,3,2,Sales,Sales Executive,3,5714,1,No,4,6,6,5,1,Entry
1164,3,3,1,Human Resources,Human Resources,3,4323,1,No,3,6,5,4,1,Entry
1165,4,2,3,Sales,Sales Executive,1,7336,1,No,3,11,11,8,3,Intermediate
1166,2,3,3,Research & Development,Research Director,3,13499,9,No,3,20,18,7,2,Senior
1167,3,3,4,Sales,Sales Executive,1,13758,0,Yes,3,22,21,9,13,Senior
1171,2,3,2,Sales,Sales Executive,1,5155,7,No,3,9,6,4,1,Entry
1172,4,2,1,Research & Development,Laboratory Technician,3,2258,6,No,3,10,8,0,1,Intermediate
1173,4,3,1,Research & Development,Laboratory Technician,2,3597,8,No,4,6,4,3,1,Entry
1175,3,3,1,Research & Development,Laboratory Technician,4,2515,1,Yes,3,1,1,1,0,Entry
1177,1,4,1,Research & Development,Laboratory Technician,4,4420,1,No,4,8,8,7,0,Entry
1179,3,2,2,Sales,Sales Executive,3,6578,1,No,3,10,10,3,1,Intermediate
1180,3,2,2,Research & Development,Research Scientist,4,4422,3,Yes,3,16,1,1,0,Senior
1182,3,2,3,Research & Development,Manufacturing Director,2,10274,2,No,3,15,7,7,6,Entry
1184,4,2,2,Research & Development,Healthcare Representative,1,5343,0,No,4,14,13,9,4,Intermediate
1185,4,2,1,Research & Development,Laboratory Technician,4,2376,1,No,3,2,2,2,2,Entry
1188,1,1,2,Sales,Sales Executive,3,5346,8,No,3,7,4,3,1,Entry
1190,3,3,1,Sales,Sales Representative,1,2827,1,No,3,1,1,0,0,Entry
1191,4,3,5,Research & Development,Manager,1,19943,4,No,3,28,5,2,4,Senior
1192,2,3,1,Research & Development,Laboratory Technician,4,3131,1,No,3,10,10,8,0,Intermediate
1193,3,3,1,Research & Development,Research Scientist,1,2552,1,No,4,1,1,1,0,Entry
1195,1,3,1,Research & Development,Research Scientist,3,4477,4,Yes,3,7,3,2,0,Entry
1196,4,2,2,Research & Development,Manufacturing Director,4,6474,1,No,3,14,14,8,3,Intermediate
1198,1,2,1,Research & Development,Laboratory Technician,3,3033,1,No,3,2,2,2,1,Entry
1200,3,3,1,Research & Development,Research Scientist,3,2936,1,Yes,3,6,6,4,0,Entry
1201,4,3,5,Research & Development,Manager,3,18606,3,No,3,26,7,7,4,Senior
1202,2,1,1,Research & Development,Research Scientist,4,2168,0,Yes,3,6,5,4,1,Entry
1203,3,2,1,Research & Development,Research Scientist,4,2853,0,Yes,3,1,0,0,0,Entry
1204,3,3,4,Sales,Manager,1,17048,8,No,4,28,26,15,15,Senior
1206,4,1,1,Research & Development,Research Scientist,3,2290,2,No,3,6,0,0,0,Entry
1207,2,3,1,Human Resources,Human Resources,3,3600,1,No,3,5,5,4,1,Entry
1210,1,2,1,Research & Development,Research Scientist,1,2107,6,No,3,5,1,0,0,Entry
1211,3,3,2,Sales,Sales Executive,1,4115,8,No,3,8,4,3,0,Entry
1212,2,3,2,Sales,Sales Executive,2,4327,5,No,3,5,0,0,0,Entry
1215,4,3,4,Research & Development,Manager,1,17856,2,No,4,32,2,2,2,Senior
1216,4,2,1,Research & Development,Laboratory Technician,1,3196,1,No,3,6,6,5,3,Entry
1217,4,3,5,Research & Development,Research Director,2,19081,5,No,3,25,4,2,0,Senior
1218,3,3,2,Sales,Sales Executive,1,8966,3,Yes,3,15,7,7,1,Entry
1219,4,3,1,Research & Development,Laboratory Technician,2,2210,1,No,3,1,1,0,0,Entry
1220,2,3,2,Sales,Sales Executive,3,4539,1,No,3,10,10,7,0,Intermediate
1221,3,1,1,Research & Development,Laboratory Technician,3,2741,1,No,3,7,7,7,1,Entry
1224,3,3,2,Research & Development,Laboratory Technician,3,3491,1,No,3,10,10,7,8,Intermediate
1225,4,3,2,Research & Development,Research Scientist,4,4541,1,No,4,20,20,11,13,Senior
1226,3,4,1,Sales,Sales Representative,4,2678,1,No,3,2,2,1,2,Entry
1228,4,3,2,Research & Development,Manufacturing Director,4,7379,2,No,3,12,6,3,1,Intermediate
1231,4,4,2,Human Resources,Human Resources,1,6272,7,No,3,10,4,3,0,Intermediate
1233,2,4,2,Sales,Sales Executive,4,5220,0,Yes,3,12,11,7,1,Intermediate
1234,3,2,1,Research & Development,Laboratory Technician,2,2743,1,No,4,2,2,2,2,Entry
1235,4,3,2,Research & Development,Research Scientist,3,4998,4,Yes,3,10,8,7,0,Intermediate
1237,3,1,3,Research & Development,Manufacturing Director,1,10252,2,Yes,4,17,7,7,7,Senior
1238,1,3,1,Research & Development,Research Scientist,4,2781,0,No,3,15,14,10,4,Entry
1239,2,2,2,Sales,Sales Executive,2,6852,7,No,3,7,5,1,1,Entry
1240,3,3,2,Sales,Sales Executive,4,4950,0,No,3,5,4,3,1,Entry
1241,4,3,1,Research & Development,Research Scientist,2,3579,0,Yes,4,12,11,9,5,Intermediate
1242,1,3,3,Research & Development,Research Director,1,13191,3,Yes,3,20,1,0,0,Senior
1243,3,2,3,Sales,Sales Executive,4,10377,4,Yes,3,16,13,2,4,Senior
1244,1,3,1,Research & Development,Research Scientist,1,2235,1,Yes,3,9,9,7,6,Entry
1245,4,3,3,Research & Development,Manufacturing Director,3,10502,7,No,3,33,5,4,1,Senior
1246,1,4,1,Research & Development,Research Scientist,4,2011,1,No,3,10,10,5,7,Intermediate
1248,1,2,1,Research & Development,Research Scientist,2,1859,1,Yes,4,1,1,1,0,Entry
1249,1,3,1,Research & Development,Research Scientist,4,3760,1,No,3,3,3,2,1,Entry
1250,4,3,4,Research & Development,Research Director,4,17779,3,No,3,36,10,9,0,Senior
1251,3,3,2,Research & Development,Healthcare Representative,1,6833,1,Yes,3,6,6,5,0,Entry
1252,3,2,2,Research & Development,Healthcare Representative,1,6812,1,No,3,10,10,9,1,Intermediate
1254,3,2,2,Sales,Sales Executive,4,5171,5,No,3,13,6,1,0,Intermediate
1255,3,1,5,Research & Development,Research Director,4,19740,3,No,3,25,8,7,0,Senior
1256,1,2,5,Research & Development,Manager,3,18711,2,No,3,23,1,0,0,Senior
1257,3,3,1,Research & Development,Research Scientist,2,3692,1,No,3,12,11,10,0,Intermediate
1258,4,4,1,Research & Development,Laboratory Technician,2,2559,5,No,3,7,1,0,0,Entry
1259,1,3,1,Research & Development,Research Scientist,3,2517,1,No,3,5,5,3,0,Entry
1260,3,3,2,Research & Development,Healthcare Representative,4,6623,1,Yes,3,6,6,0,1,Entry
1263,4,2,5,Research & Development,Research Director,4,18265,6,No,3,25,1,0,0,Senior
1264,4,2,4,Research & Development,Research Director,4,16124,3,No,3,9,7,7,1,Entry
1265,3,4,1,Research & Development,Research Scientist,3,2585,0,No,3,2,1,0,0,Entry
1267,2,3,5,Sales,Manager,2,18213,7,No,3,26,22,9,3,Senior
1268,4,4,3,Sales,Sales Executive,3,8380,0,Yes,3,10,9,8,0,Intermediate
1269,2,4,1,Research & Development,Research Scientist,4,2994,1,Yes,3,1,1,0,0,Entry
1270,4,3,1,Research & Development,Research Scientist,3,1223,1,No,4,1,1,0,0,Entry
1273,3,1,1,Sales,Sales Representative,4,1118,1,Yes,3,1,1,0,1,Entry
1275,3,3,1,Research & Development,Research Scientist,4,2875,1,Yes,4,8,8,5,2,Entry
1277,1,1,5,Sales,Manager,2,18824,2,Yes,3,26,24,10,1,Senior
1278,4,2,4,Research & Development,Healthcare Representative,2,13577,1,Yes,3,34,33,9,15,Senior
1279,1,2,1,Research & Development,Laboratory Technician,3,2625,1,No,4,2,2,2,2,Entry
1280,4,2,5,Sales,Manager,2,18789,2,No,3,26,11,4,0,Senior
1281,3,3,2,Sales,Sales Executive,1,4538,0,Yes,3,4,3,2,0,Entry
1282,4,3,5,Sales,Manager,2,19847,4,Yes,4,31,29,10,11,Senior
1283,4,3,3,Research & Development,Manufacturing Director,4,10512,6,No,3,25,9,7,5,Senior
