EmployeeNumber,Age,DistanceFromHome,Education,EducationField,Gender,MaritalStatus,Attrition
1714,24,22,1,Human Resources,Male,Married,Yes
1716,47,9,3,Life Sciences,Male,Married,Yes
1718,26,17,4,Medical,Male,Married,No
1719,45,28,2,Technical Degree,Female,Single,No
1720,32,10,3,Life Sciences,Male,Married,No
1721,31,2,4,Life Sciences,Male,Married,No
1722,41,4,3,Human Resources,Male,Married,No
1724,40,8,2,Life Sciences,Female,Married,No
1725,24,29,1,Medical,Male,Divorced,No
1727,46,13,4,Life Sciences,Male,Single,No
1728,35,27,4,Life Sciences,Male,Married,No
1729,30,16,1,Life Sciences,Male,Married,No
1731,47,2,4,Marketing,Male,Married,No
1732,46,2,3,Life Sciences,Male,Divorced,No
1733,36,13,5,Marketing,Male,Divorced,Yes
1734,32,1,2,Life Sciences,Male,Single,Yes
1735,23,4,1,Medical,Female,Single,No
1736,31,24,1,Technical Degree,Female,Single,No
1737,39,1,3,Life Sciences,Male,Married,No
1739,32,19,3,Life Sciences,Male,Married,No
1740,40,7,4,Medical,Male,Single,No
1744,45,4,3,Life Sciences,Female,Married,No
1745,30,2,4,Technical Degree,Female,Single,No
1746,24,10,3,Medical,Male,Married,No
1747,30,8,3,Human Resources,Female,Divorced,Yes
1749,31,5,3,Technical Degree,Male,Married,No
1751,27,8,3,Medical,Female,Single,No
1752,29,9,3,Marketing,Female,Single,Yes
1753,29,1,3,Life Sciences,Male,Single,No
1754,30,15,2,Marketing,Male,Divorced,No
1755,34,2,4,Medical,Male,Married,No
1756,33,2,3,Marketing,Female,Single,No
1757,49,11,4,Marketing,Female,Single,No
1758,33,16,3,Life Sciences,Female,Single,Yes
1760,38,2,2,Medical,Female,Married,No
1761,31,16,4,Marketing,Male,Married,Yes
1762,29,4,3,Technical Degree,Female,Divorced,No
1763,30,16,3,Life Sciences,Male,Married,No
1764,32,5,4,Technical Degree,Male,Single,No
1766,38,18,3,Medical,Male,Married,No
1767,43,17,3,Technical Degree,Male,Married,Yes
1768,42,12,3,Medical,Male,Divorced,No
1770,55,2,3,Medical,Male,Married,No
1771,33,4,3,Technical Degree,Male,Divorced,No
1772,41,9,4,Life Sciences,Male,Divorced,No
1774,34,10,3,Life Sciences,Male,Divorced,No
1775,53,1,4,Medical,Female,Married,No
1778,43,2,3,Life Sciences,Male,Single,No
1779,34,3,2,Life Sciences,Female,Single,No
1780,21,7,1,Marketing,Male,Single,Yes
1782,38,6,2,Other,Female,Married,No
1783,22,8,1,Medical,Female,Married,Yes
1784,31,29,4,Marketing,Female,Married,No
1786,51,3,3,Technical Degree,Female,Married,No
1787,37,9,2,Marketing,Male,Married,No
1789,46,2,4,Medical,Male,Divorced,No
1790,36,10,3,Life Sciences,Male,Married,No
1792,44,1,2,Medical,Male,Divorced,Yes
1794,37,8,2,Other,Male,Divorced,No
1797,35,27,3,Life Sciences,Male,Single,Yes
1798,33,8,4,Life Sciences,Male,Married,No
1799,28,1,3,Life Sciences,Male,Married,No
1800,39,10,1,Medical,Male,Single,No
1801,46,26,2,Life Sciences,Male,Single,No
1802,40,2,2,Life Sciences,Female,Married,No
1803,42,13,3,Medical,Male,Married,No
1804,35,2,2,Medical,Male,Divorced,No
1805,38,2,3,Human Resources,Male,Divorced,No
1807,34,9,4,Life Sciences,Male,Married,Yes
1809,37,10,4,Medical,Male,Single,Yes
1812,39,20,3,Life Sciences,Male,Divorced,No
1813,43,9,3,Life Sciences,Male,Single,No
1814,41,5,3,Life Sciences,Male,Single,No
1815,41,4,1,Marketing,Female,Divorced,No
1816,30,10,3,Medical,Female,Single,No
1818,26,20,2,Medical,Female,Married,Yes
1821,46,21,2,Medical,Female,Married,Yes
1822,40,1,3,Life Sciences,Female,Divorced,No
1823,34,8,2,Technical Degree,Male,Married,No
1824,58,2,3,Medical,Male,Divorced,No
1826,35,23,4,Medical,Male,Married,No
1827,47,4,3,Life Sciences,Female,Divorced,No
1829,40,12,3,Life Sciences,Female,Divorced,No
1830,54,7,4,Medical,Female,Married,No
1833,31,7,4,Marketing,Female,Married,No
1834,28,1,3,Medical,Female,Married,No
1835,38,2,4,Marketing,Female,Married,No
1836,26,10,3,Medical,Male,Single,No
1837,58,15,4,Life Sciences,Male,Married,No
1839,18,14,3,Medical,Female,Single,No
1842,31,18,5,Human Resources,Male,Married,Yes
1844,29,13,3,Human Resources,Male,Divorced,Yes
1845,45,2,4,Life Sciences,Female,Married,No
1847,36,2,4,Other,Female,Married,No
1849,43,2,4,Life Sciences,Male,Married,No
1850,27,5,2,Life Sciences,Female,Single,No
1852,29,20,1,Medical,Male,Married,No
1853,32,10,4,Marketing,Male,Single,No
1854,42,10,4,Technical Degree,Male,Married,No
1856,47,9,4,Life Sciences,Female,Single,No
1857,46,2,2,Life Sciences,Male,Divorced,No
1858,28,1,2,Life Sciences,Male,Divorced,No
1859,29,29,1,Life Sciences,Male,Divorced,No
1860,42,8,3,Life Sciences,Male,Single,No
1862,32,2,4,Marketing,Male,Single,Yes
1863,46,3,3,Technical Degree,Female,Divorced,No
1864,27,23,1,Medical,Female,Married,No
1865,29,6,1,Medical,Male,Married,No
1866,43,6,3,Medical,Female,Married,No
1867,48,10,3,Life Sciences,Male,Married,No
1868,29,24,2,Life Sciences,Male,Single,Yes
1869,46,10,3,Life Sciences,Female,Married,Yes
1870,27,15,3,Life Sciences,Female,Married,No
1871,39,19,4,Other,Male,Divorced,No
1873,55,2,4,Technical Degree,Male,Married,No
1875,28,3,3,Medical,Female,Married,No
1876,30,9,3,Medical,Male,Single,Yes
1878,22,7,1,Life Sciences,Male,Single,Yes
1880,36,10,4,Technical Degree,Female,Married,No
1881,31,20,3,Life Sciences,Male,Divorced,No
1882,34,4,3,Life Sciences,Male,Married,No
1883,29,7,3,Life Sciences,Male,Single,No
1885,37,7,4,Medical,Male,Married,No
1886,35,16,2,Other,Female,Married,No
1888,45,25,2,Life Sciences,Female,Married,No
1890,36,2,1,Human Resources,Male,Single,No
1892,40,1,4,Life Sciences,Male,Divorced,No
1893,26,1,2,Life Sciences,Female,Married,No
1898,27,2,2,Medical,Female,Single,No
1900,48,22,3,Medical,Female,Divorced,No
1903,44,1,4,Life Sciences,Male,Married,No
1905,34,16,4,Technical Degree,Male,Married,Yes
1907,56,24,2,Life Sciences,Male,Single,Yes
1908,36,17,2,Marketing,Male,Married,No
1909,41,8,3,Marketing,Female,Married,No
1911,42,6,3,Medical,Male,Married,No
1912,31,10,2,Medical,Female,Divorced,No
1915,34,3,1,Medical,Female,Married,No
1916,31,4,3,Medical,Female,Divorced,No
1918,26,6,3,Other,Male,Married,No
1922,45,1,4,Medical,Male,Single,No
1924,33,10,4,Marketing,Male,Single,No
1927,28,1,2,Life Sciences,Male,Married,No
1928,29,24,3,Technical Degree,Male,Single,Yes
1929,39,21,4,Life Sciences,Female,Married,No
1931,27,2,4,Technical Degree,Male,Married,No
1932,34,22,4,Other,Male,Married,No
1933,28,13,2,Marketing,Female,Single,Yes
1934,47,14,4,Technical Degree,Male,Married,No
1935,56,11,5,Marketing,Female,Married,No
1936,39,9,2,Medical,Male,Married,No
1937,38,8,3,Medical,Female,Divorced,No
1938,58,21,3,Life Sciences,Female,Married,No
1939,32,5,2,Life Sciences,Female,Single,Yes
1940,38,9,2,Life Sciences,Male,Divorced,No
1941,49,2,1,Life Sciences,Male,Married,No
1943,42,12,4,Marketing,Male,Divorced,No
1944,27,22,3,Human Resources,Female,Married,Yes
1945,35,18,4,Medical,Male,Married,No
1947,28,16,3,Medical,Male,Single,No
1948,31,3,2,Medical,Male,Divorced,No
1949,36,9,4,Life Sciences,Male,Married,No
1950,34,1,3,Marketing,Male,Single,No
1951,34,13,4,Medical,Male,Divorced,No
1952,26,1,3,Medical,Male,Single,No
1954,29,1,3,Life Sciences,Male,Married,No
1955,32,15,4,Medical,Female,Divorced,No
1956,31,1,3,Life Sciences,Male,Married,No
1960,28,17,3,Technical Degree,Male,Divorced,Yes
1961,38,1,3,Life Sciences,Male,Single,No
1962,35,7,4,Life Sciences,Female,Married,No
1965,27,9,3,Marketing,Male,Single,No
1966,32,5,4,Life Sciences,Male,Single,No
1967,31,26,4,Marketing,Male,Married,Yes
1968,53,24,4,Life Sciences,Male,Single,Yes
1969,54,9,2,Life Sciences,Female,Married,No
1970,33,7,2,Life Sciences,Male,Divorced,No
1971,43,11,3,Life Sciences,Male,Married,No
1972,38,1,4,Other,Male,Married,No
1973,55,26,4,Human Resources,Male,Married,No
1974,31,2,1,Medical,Female,Divorced,No
1975,39,15,4,Marketing,Male,Single,No
1976,42,23,2,Life Sciences,Male,Single,No
1979,31,10,3,Medical,Female,Married,No
1980,54,10,3,Medical,Female,Single,No
1981,24,1,2,Life Sciences,Male,Single,No
1982,23,12,2,Other,Male,Single,No
1985,40,11,3,Technical Degree,Female,Married,No
1986,40,2,2,Marketing,Female,Married,No
1987,25,2,3,Human Resources,Female,Married,No
1989,30,1,2,Medical,Male,Married,No
1992,25,2,1,Other,Male,Divorced,No
1993,47,25,3,Medical,Male,Single,No
1994,33,1,2,Medical,Male,Divorced,No
1995,38,1,4,Life Sciences,Male,Married,No
1996,31,2,2,Life Sciences,Male,Married,No
1997,38,6,4,Life Sciences,Male,Married,No
1998,42,18,4,Life Sciences,Male,Divorced,No
1999,41,1,3,Life Sciences,Male,Married,No
2000,47,1,1,Medical,Female,Married,No
2003,35,11,4,Medical,Male,Married,No
2007,22,1,2,Life Sciences,Male,Single,No
2008,35,9,4,Medical,Male,Single,No
2009,33,15,2,Medical,Female,Married,No
2010,32,29,4,Life Sciences,Female,Single,No
2012,40,1,4,Life Sciences,Male,Married,No
2013,32,1,4,Medical,Male,Married,No
2014,39,24,1,Life Sciences,Male,Single,No
2015,38,10,3,Medical,Female,Married,No
2016,32,1,4,Marketing,Female,Married,No
2017,37,10,3,Life Sciences,Female,Married,No
2018,25,8,2,Other,Female,Divorced,No
2019,52,29,4,Life Sciences,Male,Divorced,No
2020,44,1,3,Medical,Male,Single,No
2021,21,5,1,Medical,Male,Single,No
2022,39,9,3,Life Sciences,Male,Single,No
2023,23,9,3,Marketing,Male,Married,Yes
2024,36,3,3,Medical,Female,Married,No
2025,36,4,2,Life Sciences,Female,Divorced,No
2026,56,1,4,Life Sciences,Male,Divorced,No
2027,29,1,4,Medical,Male,Married,Yes
2031,42,2,3,Life Sciences,Male,Married,No
2032,56,7,2,Technical Degree,Male,Married,Yes
2034,41,28,4,Life Sciences,Female,Married,No
2035,34,28,3,Marketing,Female,Married,No
2036,36,15,4,Marketing,Male,Divorced,No
2037,41,3,3,Life Sciences,Male,Divorced,No
2038,32,2,3,Technical Degree,Male,Single,No
2040,35,26,4,Life Sciences,Female,Single,No
2041,38,10,2,Life Sciences,Female,Married,No
2044,50,1,4,Life Sciences,Male,Divorced,Yes
2045,36,11,4,Marketing,Female,Married,No
2046,45,20,3,Life Sciences,Female,Single,No
2048,40,2,4,Life Sciences,Male,Single,No
2049,35,18,4,Life Sciences,Male,Married,No
2051,40,2,4,Medical,Female,Married,No
2052,35,1,4,Life Sciences,Female,Married,No
2053,29,13,2,Other,Male,Married,No
2054,29,28,4,Medical,Female,Single,No
2055,50,28,3,Marketing,Male,Divorced,Yes
2056,39,24,1,Marketing,Female,Married,No
2057,31,5,3,Medical,Male,Single,No
2060,26,5,3,Other,Female,Single,No
2061,36,23,2,Medical,Male,Married,No
2062,39,6,1,Medical,Male,Married,No
2064,27,4,3,Life Sciences,Male,Married,No
2065,49,2,3,Medical,Male,Married,No
2068,34,8,3,Medical,Male,Married,No
