EmployeeNumber,Age,DistanceFromHome,Education,EducationField,Gender,MaritalStatus,Attrition,EnvironmentSatisfaction,JobInvolvement,JobLevel,Department,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,ExperienceLevel
564,29,3,4,Medical,Male,Married,No,2,2,3,Research & Development,Research Director,3,11935,1,No,3,10,10,2,0,Intermediate
565,29,25,5,Technical Degree,Female,Married,Yes,3,2,1,Research & Development,Research Scientist,2,2546,5,No,3,6,2,2,1,Entry
566,19,2,2,Technical Degree,Male,Single,Yes,1,2,1,Human Resources,Human Resources,4,2564,1,No,3,1,1,0,0,Entry
567,30,22,4,Other,Female,Married,No,3,3,3,Sales,Sales Executive,1,8412,0,No,3,10,9,8,7,Intermediate
568,57,29,3,Marketing,Male,Divorced,No,1,2,4,Sales,Manager,4,14118,3,No,3,32,1,0,0,Senior
569,50,29,4,Life Sciences,Male,Married,No,2,2,4,Research & Development,Manager,3,17046,0,No,3,28,27,10,15,Senior
571,30,2,3,Medical,Female,Single,No,3,3,1,Research & Development,Laboratory Technician,4,2564,0,No,3,12,11,7,6,Intermediate
573,60,28,3,Marketing,Female,Married,No,3,2,3,Sales,Sales Executive,1,10266,4,No,3,22,18,13,13,Senior
574,47,2,2,Medical,Female,Divorced,No,1,3,2,Research & Development,Manufacturing Director,4,5070,5,No,3,20,5,0,0,Senior
575,46,2,3,Life Sciences,Male,Married,No,1,3,4,Research & Development,Research Director,3,17861,6,No,3,26,3,2,0,Senior
577,35,22,3,Life Sciences,Male,Single,No,4,1,1,Research & Development,Laboratory Technician,3,4230,0,No,3,6,5,4,4,Entry
578,54,8,4,Life Sciences,Female,Single,No,3,3,2,Research & Development,Laboratory Technician,3,3780,7,No,3,19,1,0,0,Senior
579,34,2,4,Life Sciences,Male,Divorced,No,4,2,1,Research & Development,Research Scientist,3,2768,3,No,3,14,7,3,5,Intermediate
580,46,10,3,Marketing,Female,Married,No,3,2,3,Sales,Sales Executive,4,9071,2,Yes,3,15,3,2,1,Entry
581,31,9,1,Life Sciences,Male,Divorced,No,3,3,3,Research & Development,Manufacturing Director,2,10648,1,No,4,13,13,8,0,Intermediate
582,33,15,1,Medical,Male,Married,Yes,2,3,3,Research & Development,Manager,3,13610,7,Yes,3,15,7,6,7,Entry
584,33,10,1,Medical,Male,Divorced,Yes,1,1,1,Research & Development,Laboratory Technician,4,3408,7,No,3,8,4,3,1,Entry
585,30,7,1,Marketing,Male,Single,No,4,3,1,Sales,Sales Representative,2,2983,0,No,3,4,3,2,1,Entry
586,35,16,3,Life Sciences,Male,Married,No,4,3,3,Research & Development,Healthcare Representative,3,7632,4,Yes,3,10,8,7,0,Intermediate
587,31,20,3,Life Sciences,Male,Married,Yes,1,3,3,Research & Development,Healthcare Representative,3,9824,3,No,3,12,1,0,0,Intermediate
590,34,23,3,Human Resources,Female,Divorced,Yes,2,3,3,Human Resources,Human Resources,1,9950,9,Yes,3,11,3,2,0,Intermediate
591,42,5,2,Other,Male,Married,No,2,3,1,Research & Development,Laboratory Technician,3,2093,4,No,3,8,2,2,2,Entry
592,36,10,4,Medical,Male,Single,No,2,3,3,Sales,Sales Executive,4,9980,1,No,3,10,10,3,9,Intermediate
593,22,4,1,Technical Degree,Male,Single,Yes,3,2,1,Research & Development,Laboratory Technician,3,3894,5,No,3,4,2,2,1,Entry
595,48,2,5,Marketing,Female,Married,No,2,3,2,Sales,Sales Executive,4,4051,2,No,3,14,9,7,6,Intermediate
597,55,18,5,Life Sciences,Female,Single,No,1,3,4,Sales,Manager,2,16835,3,No,4,37,10,9,7,Senior
599,41,10,2,Life Sciences,Male,Single,No,4,3,2,Sales,Sales Executive,4,6230,7,No,3,16,14,3,1,Senior
600,35,1,3,Marketing,Male,Married,No,2,3,2,Sales,Sales Executive,3,4717,9,No,3,15,11,9,6,Entry
601,40,6,3,Life Sciences,Female,Single,No,2,3,4,Research & Development,Manufacturing Director,3,13237,7,No,3,22,20,6,5,Senior
602,39,8,1,Life Sciences,Female,Married,No,3,3,1,Research & Development,Laboratory Technician,3,3755,1,No,3,8,8,3,0,Entry
604,31,2,1,Life Sciences,Male,Single,No,2,3,2,Sales,Sales Executive,4,6582,4,Yes,3,10,6,5,0,Intermediate
605,42,24,3,Medical,Male,Married,No,4,3,3,Research & Development,Manufacturing Director,1,7406,1,Yes,4,10,10,9,5,Intermediate
606,45,2,3,Other,Male,Married,No,4,3,2,Sales,Sales Executive,2,4805,0,No,3,9,8,7,3,Entry
608,26,17,4,Life Sciences,Female,Divorced,Yes,2,3,1,Human Resources,Human Resources,3,2741,0,Yes,3,8,7,7,1,Entry
611,29,19,3,Technical Degree,Male,Divorced,No,4,3,2,Research & Development,Manufacturing Director,4,4262,4,No,3,8,3,2,1,Entry
612,33,1,5,Medical,Female,Divorced,No,1,4,4,Research & Development,Research Director,3,16184,4,No,3,10,6,1,0,Intermediate
613,31,7,3,Life Sciences,Male,Divorced,No,3,2,3,Sales,Manager,4,11557,9,No,4,10,5,4,0,Intermediate
614,18,5,3,Marketing,Male,Single,Yes,2,3,1,Sales,Sales Representative,2,1878,1,Yes,3,0,0,0,0,Entry
615,40,28,3,Other,Male,Divorced,No,3,1,3,Sales,Sales Executive,1,10932,3,No,3,20,1,0,0,Senior
616,41,2,4,Other,Female,Single,No,1,2,2,Research & Development,Healthcare Representative,3,6811,2,Yes,3,10,8,7,0,Intermediate
618,26,29,2,Medical,Male,Divorced,No,1,3,2,Sales,Sales Executive,3,4306,5,No,3,8,0,0,0,Entry
620,35,1,3,Medical,Female,Single,No,1,3,2,Sales,Sales Executive,3,4859,1,No,3,5,5,4,0,Entry
621,34,21,4,Life Sciences,Male,Single,No,4,4,2,Sales,Sales Executive,4,5337,1,No,3,10,10,7,5,Intermediate
622,26,24,3,Technical Degree,Male,Single,Yes,3,1,1,Research & Development,Laboratory Technician,4,2340,1,Yes,3,1,1,0,0,Entry
623,37,1,3,Technical Degree,Female,Single,No,2,3,3,Research & Development,Manufacturing Director,4,7491,4,No,3,12,6,5,1,Intermediate
624,46,18,1,Medical,Female,Married,No,1,3,3,Research & Development,Healthcare Representative,3,10527,5,No,3,28,2,2,1,Senior
625,41,2,5,Life Sciences,Female,Married,No,2,3,4,Sales,Manager,1,16595,7,No,3,22,18,16,11,Senior
626,37,9,4,Medical,Male,Divorced,No,1,3,3,Sales,Sales Executive,2,8834,1,No,3,9,9,5,7,Entry
630,52,6,2,Technical Degree,Male,Divorced,No,4,3,2,Research & Development,Research Scientist,1,5577,3,Yes,3,18,10,9,6,Senior
631,32,11,4,Other,Male,Married,Yes,4,4,2,Sales,Sales Executive,3,4707,8,No,3,6,4,2,1,Entry
632,24,24,3,Medical,Male,Married,No,4,3,1,Sales,Sales Representative,4,2400,0,No,3,3,2,2,2,Entry
634,38,10,3,Medical,Female,Married,No,3,3,2,Research & Development,Healthcare Representative,3,9824,3,No,3,18,1,0,0,Senior
635,37,1,4,Life Sciences,Female,Married,No,2,3,2,Research & Development,Manufacturing Director,2,6447,6,No,3,8,6,5,4,Entry
638,49,18,4,Life Sciences,Male,Divorced,No,4,2,5,Research & Development,Research Director,3,19502,1,Yes,3,31,31,9,0,Senior
639,24,23,3,Medical,Male,Married,No,2,4,1,Research & Development,Research Scientist,4,2725,1,Yes,3,6,6,5,1,Entry
641,26,28,2,Marketing,Male,Married,No,1,3,2,Sales,Sales Executive,2,6272,1,No,4,6,5,3,1,Entry
643,24,17,2,Other,Male,Married,No,4,2,1,Research & Development,Laboratory Technician,2,2127,1,No,4,1,1,0,0,Entry
644,50,3,3,Medical,Male,Married,No,1,3,5,Human Resources,Manager,2,18200,1,No,3,32,32,5,10,Senior
645,25,13,1,Medical,Male,Married,No,2,3,1,Sales,Sales Representative,3,2096,1,No,3,7,7,4,0,Entry
647,24,7,3,Life Sciences,Female,Married,Yes,1,3,1,Research & Development,Laboratory Technician,3,2886,1,Yes,3,6,6,3,1,Entry
648,30,12,4,Life Sciences,Male,Married,Yes,2,2,1,Sales,Sales Representative,1,2033,1,No,3,1,1,0,0,Entry
649,34,1,2,Life Sciences,Male,Married,No,2,2,1,Research & Development,Research Scientist,4,3622,1,Yes,3,6,6,5,1,Entry
650,31,13,4,Medical,Male,Divorced,Yes,2,3,2,Sales,Sales Executive,1,4233,2,No,3,9,3,1,1,Entry
652,35,25,2,Other,Male,Single,No,1,2,2,Research & Development,Laboratory Technician,4,3681,4,No,3,9,3,2,0,Entry
653,31,6,4,Medical,Male,Divorced,No,1,4,2,Sales,Sales Executive,4,5460,4,No,4,13,7,7,5,Intermediate
655,27,6,4,Medical,Female,Divorced,No,1,2,1,Research & Development,Research Scientist,3,2187,0,No,3,6,5,3,0,Entry
656,37,2,3,Marketing,Male,Married,No,4,3,2,Sales,Sales Executive,3,9602,4,Yes,3,17,3,0,1,Senior
657,20,1,3,Life Sciences,Female,Single,No,4,2,1,Research & Development,Research Scientist,2,2836,1,No,3,1,1,0,0,Entry
659,42,2,4,Life Sciences,Female,Married,No,3,3,2,Research & Development,Healthcare Representative,4,4089,1,No,3,10,10,2,2,Intermediate
661,43,6,4,Other,Male,Divorced,No,2,2,4,Research & Development,Research Director,4,16627,4,Yes,3,21,1,0,0,Senior
662,38,1,1,Life Sciences,Female,Single,No,3,3,1,Research & Development,Research Scientist,1,2619,3,No,3,8,0,0,0,Entry
663,43,9,5,Medical,Male,Divorced,No,4,3,2,Research & Development,Laboratory Technician,3,5679,3,Yes,3,10,8,7,4,Intermediate
664,48,1,4,Life Sciences,Female,Married,No,4,2,4,Research & Development,Manager,1,15402,7,No,3,21,3,2,0,Senior
665,44,1,4,Life Sciences,Female,Single,No,1,2,2,Human Resources,Human Resources,3,5985,4,No,3,10,2,2,0,Intermediate
666,34,14,3,Technical Degree,Female,Divorced,No,3,3,1,Sales,Sales Representative,3,2579,1,Yes,3,8,8,2,0,Entry
667,27,2,1,Marketing,Male,Divorced,Yes,3,3,1,Sales,Sales Representative,1,3041,0,No,3,5,4,3,0,Entry
669,21,22,1,Technical Degree,Male,Single,No,3,3,1,Sales,Sales Representative,3,3447,1,No,3,3,3,2,1,Entry
671,44,3,4,Other,Male,Married,No,4,3,5,Research & Development,Manager,4,19513,4,Yes,3,26,2,2,0,Senior
675,22,6,1,Medical,Male,Married,No,1,3,1,Research & Development,Research Scientist,3,2773,0,No,4,3,2,2,2,Entry
677,33,8,4,Marketing,Male,Divorced,No,3,3,2,Sales,Sales Executive,3,7104,0,No,3,6,5,0,1,Entry
679,32,9,4,Life Sciences,Female,Married,No,1,3,2,Research & Development,Research Scientist,4,6322,1,Yes,3,6,6,4,0,Entry
680,30,3,3,Medical,Female,Divorced,No,3,3,1,Research & Development,Research Scientist,3,2083,1,No,4,1,1,0,0,Entry
682,53,1,1,Medical,Female,Single,No,4,3,2,Sales,Sales Executive,1,8381,7,No,4,18,14,7,8,Senior
683,34,1,5,Life Sciences,Male,Married,No,2,3,1,Research & Development,Research Scientist,4,2691,1,No,3,10,10,9,8,Intermediate
684,45,26,4,Life Sciences,Female,Married,Yes,1,3,2,Sales,Sales Executive,1,4286,2,No,3,5,1,1,0,Entry
686,26,6,3,Life Sciences,Female,Married,No,3,3,1,Research & Development,Laboratory Technician,4,2659,1,Yes,3,3,3,2,0,Entry
689,37,3,3,Other,Male,Married,No,3,3,3,Research & Development,Manufacturing Director,3,9434,1,No,3,10,10,7,7,Intermediate
690,29,3,2,Medical,Female,Married,No,2,3,2,Sales,Sales Executive,3,5561,1,No,3,6,6,0,1,Entry
691,35,6,4,Life Sciences,Male,Single,No,2,1,2,Research & Development,Research Scientist,4,6646,1,No,3,17,17,11,11,Senior
692,33,6,3,Life Sciences,Male,Divorced,No,3,3,2,Research & Development,Healthcare Representative,4,7725,3,No,4,15,13,11,4,Entry
698,54,19,4,Medical,Male,Married,No,3,3,3,Human Resources,Human Resources,2,10725,2,No,3,16,9,7,7,Senior
699,36,9,2,Medical,Male,Divorced,No,2,2,2,Research & Development,Manufacturing Director,2,8847,2,Yes,3,13,3,2,0,Intermediate
700,27,3,4,Medical,Male,Single,No,1,2,1,Research & Development,Research Scientist,4,2045,0,No,3,5,4,2,1,Entry
701,20,10,1,Medical,Male,Single,Yes,4,3,1,Research & Development,Research Scientist,3,1009,1,Yes,3,1,1,0,1,Entry
702,33,3,3,Life Sciences,Male,Single,Yes,1,3,1,Research & Development,Research Scientist,1,3348,1,Yes,3,10,10,8,9,Intermediate
704,35,3,3,Life Sciences,Male,Married,No,3,2,1,Research & Development,Laboratory Technician,3,1281,1,No,3,1,1,0,0,Entry
705,23,4,3,Medical,Male,Married,No,1,4,1,Research & Development,Research Scientist,1,2819,2,No,3,5,3,2,0,Entry
707,25,8,3,Life Sciences,Male,Married,No,4,4,2,Sales,Sales Executive,2,4851,0,No,4,4,3,2,1,Entry
709,38,7,4,Marketing,Female,Single,No,4,2,2,Sales,Sales Executive,4,4028,0,No,4,8,7,7,0,Entry
710,29,1,4,Life Sciences,Male,Divorced,No,2,1,1,Research & Development,Research Scientist,4,2720,1,No,3,10,10,7,2,Intermediate
712,48,2,1,Marketing,Male,Married,No,2,4,2,Sales,Sales Executive,2,8120,3,No,3,12,2,2,2,Intermediate
714,27,3,1,Medical,Female,Divorced,No,4,4,2,Sales,Sales Executive,4,4647,1,Yes,4,6,6,5,0,Entry
715,37,10,2,Life Sciences,Male,Single,No,4,4,1,Research & Development,Research Scientist,4,4680,3,No,3,4,1,0,0,Entry
716,50,28,1,Medical,Male,Married,No,4,4,1,Research & Development,Laboratory Technician,3,3221,1,Yes,3,20,20,8,3,Senior
717,34,9,3,Medical,Female,Single,No,4,2,3,Research & Development,Healthcare Representative,2,8621,1,No,3,9,8,7,7,Entry
720,24,3,2,Life Sciences,Female,Single,Yes,1,3,2,Sales,Sales Executive,3,4577,9,No,3,4,2,2,2,Entry
721,39,2,4,Technical Degree,Female,Single,No,4,2,2,Research & Development,Healthcare Representative,3,4553,1,No,3,20,20,7,11,Senior
722,32,10,3,Marketing,Male,Single,No,4,3,2,Sales,Sales Executive,4,5396,1,No,3,10,10,7,0,Intermediate
723,50,8,2,Technical Degree,Male,Married,Yes,2,3,2,Sales,Sales Executive,3,6796,3,Yes,3,18,4,3,1,Senior
724,38,1,4,Life Sciences,Female,Single,No,2,4,2,Research & Development,Healthcare Representative,4,7625,0,No,3,10,9,7,1,Intermediate
725,27,1,2,Life Sciences,Female,Married,No,3,3,3,Research & Development,Manufacturing Director,1,7412,1,No,3,9,9,7,0,Entry
727,32,3,2,Life Sciences,Female,Single,No,3,3,3,Research & Development,Research Director,4,11159,3,No,3,10,7,7,7,Intermediate
728,47,14,4,Marketing,Male,Single,No,4,3,2,Sales,Sales Executive,1,4960,2,No,3,20,7,7,1,Senior
729,40,5,4,Life Sciences,Male,Married,No,4,2,3,Sales,Sales Executive,1,10475,5,Yes,4,20,18,13,1,Senior
730,53,7,3,Life Sciences,Male,Married,No,3,4,4,Research & Development,Research Director,3,14814,3,No,3,32,5,1,1,Senior
731,41,10,4,Human Resources,Male,Divorced,No,2,2,5,Human Resources,Manager,4,19141,3,No,3,23,21,6,12,Senior
732,60,16,4,Marketing,Male,Single,No,1,3,2,Sales,Sales Executive,1,5405,8,No,3,10,2,2,2,Intermediate
733,27,10,2,Life Sciences,Male,Divorced,No,4,3,3,Research & Development,Manufacturing Director,1,8793,1,No,4,9,9,7,1,Entry
734,41,1,3,Human Resources,Male,Married,No,4,2,5,Human Resources,Manager,3,19189,1,No,3,22,22,7,2,Senior
738,50,8,4,Marketing,Male,Married,No,4,3,1,Sales,Sales Representative,2,3875,7,No,3,4,2,2,2,Entry
741,28,1,2,Life Sciences,Female,Single,Yes,1,1,1,Research & Development,Research Scientist,2,2216,7,Yes,3,10,7,7,3,Intermediate
742,36,8,3,Life Sciences,Female,Married,No,1,4,3,Research & Development,Research Director,1,11713,9,No,3,10,8,7,0,Intermediate
743,38,1,3,Life Sciences,Female,Single,No,3,3,3,Research & Development,Manufacturing Director,3,7861,4,Yes,3,10,1,0,0,Intermediate
744,44,24,3,Medical,Male,Single,No,1,1,1,Research & Development,Laboratory Technician,3,3708,2,No,3,9,5,2,1,Entry
746,47,3,3,Medical,Female,Divorced,No,4,3,4,Sales,Sales Executive,3,13770,9,Yes,3,28,22,2,11,Senior
747,30,27,5,Marketing,Male,Divorced,No,3,3,2,Sales,Sales Executive,4,5304,7,No,4,10,8,7,7,Intermediate
749,29,10,3,Life Sciences,Male,Single,No,3,3,1,Sales,Sales Representative,3,2642,1,No,3,1,1,0,0,Entry
752,42,19,3,Medical,Male,Divorced,Yes,3,4,1,Research & Development,Research Scientist,3,2759,6,Yes,3,7,2,2,2,Entry
754,43,15,3,Life Sciences,Male,Married,No,4,2,2,Sales,Sales Executive,4,6804,3,No,3,7,2,2,2,Entry
757,34,8,2,Medical,Female,Single,No,2,3,2,Research & Development,Healthcare Representative,3,6142,3,No,3,10,5,1,4,Intermediate
758,23,9,1,Medical,Male,Married,No,2,3,1,Research & Development,Laboratory Technician,1,2500,1,No,3,5,4,3,0,Entry
760,39,3,3,Human Resources,Female,Married,No,3,4,2,Human Resources,Human Resources,2,6389,9,No,3,12,8,3,3,Intermediate
762,56,9,3,Medical,Male,Married,No,3,3,4,Research & Development,Healthcare Representative,4,11103,7,No,3,30,10,7,1,Senior
763,40,2,1,Medical,Female,Single,No,4,2,1,Research & Development,Research Scientist,4,2342,0,Yes,4,5,4,2,2,Entry
764,27,7,3,Medical,Female,Single,No,4,2,2,Research & Development,Healthcare Representative,1,6811,8,No,3,9,7,6,0,Entry
766,29,10,3,Marketing,Male,Divorced,No,4,3,1,Sales,Sales Representative,2,2297,1,No,3,2,2,2,2,Entry
769,53,6,3,Life Sciences,Male,Single,No,4,3,2,Research & Development,Laboratory Technician,4,2450,2,No,3,19,2,2,2,Senior
771,35,2,4,Life Sciences,Female,Divorced,No,4,3,2,Research & Development,Healthcare Representative,1,5093,2,No,3,16,1,0,0,Senior
772,32,24,4,Life Sciences,Male,Married,No,1,3,2,Research & Development,Laboratory Technician,4,5309,1,No,3,10,10,8,4,Intermediate
773,38,2,5,Medical,Male,Married,No,4,3,1,Research & Development,Research Scientist,3,3057,6,Yes,3,6,1,0,0,Entry
775,34,8,5,Life Sciences,Female,Divorced,No,2,3,2,Research & Development,Manufacturing Director,1,5121,3,No,3,7,0,0,0,Entry
776,52,3,4,Marketing,Male,Married,No,3,2,4,Sales,Manager,1,16856,1,No,3,34,34,6,1,Senior
780,33,1,4,Other,Male,Single,Yes,4,3,1,Research & Development,Research Scientist,4,2686,1,Yes,3,10,10,9,7,Intermediate
781,25,26,1,Medical,Female,Single,No,3,3,2,Sales,Sales Executive,4,6180,1,No,4,6,6,5,1,Entry
783,45,2,2,Technical Degree,Male,Single,No,2,1,2,Sales,Sales Representative,3,6632,0,No,3,9,8,7,3,Entry
784,23,10,1,Medical,Male,Single,No,1,4,1,Research & Development,Research Scientist,3,3505,1,No,3,2,2,2,0,Entry
785,47,27,2,Life Sciences,Female,Single,Yes,2,4,2,Sales,Sales Executive,3,6397,4,Yes,3,8,5,4,1,Entry
786,34,2,3,Other,Male,Single,No,4,3,2,Sales,Sales Executive,4,6274,1,No,4,6,6,5,1,Entry
787,55,2,3,Medical,Male,Married,Yes,4,3,5,Research & Development,Manager,1,19859,5,Yes,3,24,5,2,1,Senior
789,36,8,4,Life Sciences,Male,Single,No,1,2,3,Sales,Sales Executive,1,7587,1,No,3,10,10,7,0,Intermediate
791,52,19,4,Medical,Male,Married,No,4,3,1,Research & Development,Research Scientist,4,4258,0,No,3,5,4,3,1,Entry
792,26,1,2,Life Sciences,Female,Divorced,No,1,1,1,Research & Development,Laboratory Technician,4,4364,3,No,3,5,2,2,2,Entry
793,29,27,3,Medical,Female,Married,No,2,3,2,Research & Development,Healthcare Representative,3,4335,4,No,3,11,8,7,1,Intermediate
796,26,8,3,Technical Degree,Male,Single,Yes,4,2,2,Sales,Sales Executive,1,5326,6,No,3,6,4,3,1,Entry
797,34,1,4,Life Sciences,Female,Single,No,2,4,1,Research & Development,Research Scientist,4,3280,2,No,3,10,4,2,1,Intermediate
799,54,19,4,Medical,Female,Divorced,No,4,3,2,Research & Development,Manufacturing Director,1,5485,9,Yes,3,9,5,3,1,Entry
800,27,8,1,Marketing,Male,Married,No,3,3,2,Sales,Sales Executive,4,4342,0,No,3,5,4,2,1,Entry
802,37,10,1,Life Sciences,Female,Divorced,No,4,3,1,Research & Development,Research Scientist,1,2782,0,Yes,3,6,5,3,4,Entry
803,38,2,4,Life Sciences,Female,Single,No,1,4,2,Research & Development,Manufacturing Director,1,5980,6,Yes,3,17,15,7,4,Senior
804,34,2,4,Medical,Female,Single,No,3,2,1,Research & Development,Research Scientist,1,4381,1,No,3,6,6,5,1,Entry
805,35,8,4,Life Sciences,Female,Married,No,1,3,1,Sales,Sales Representative,4,2572,1,No,3,3,3,2,0,Entry
806,30,1,3,Life Sciences,Male,Married,No,4,1,1,Research & Development,Laboratory Technician,3,3833,3,No,4,7,2,2,0,Entry
807,40,2,2,Medical,Female,Married,No,3,4,2,Research & Development,Healthcare Representative,2,4244,1,No,4,8,8,7,3,Entry
808,34,8,2,Life Sciences,Female,Married,No,3,3,2,Sales,Sales Executive,1,6500,5,No,3,6,3,2,1,Entry
809,42,8,3,Life Sciences,Male,Divorced,No,2,3,5,Research & Development,Manager,4,18430,1,No,3,24,24,7,14,Senior
811,23,6,3,Life Sciences,Male,Married,Yes,3,4,1,Research & Development,Laboratory Technician,1,1601,1,Yes,4,1,0,0,0,Entry
812,24,9,3,Life Sciences,Male,Divorced,No,3,2,1,Research & Development,Laboratory Technician,2,2694,1,No,3,1,1,0,0,Entry
813,52,11,4,Life Sciences,Female,Married,No,4,3,2,Research & Development,Laboratory Technician,3,3149,8,No,4,9,5,2,1,Entry
815,50,2,3,Medical,Male,Married,No,3,3,4,Research & Development,Research Director,3,17639,5,No,3,30,4,3,0,Senior
816,29,1,2,Life Sciences,Female,Married,Yes,2,2,1,Research & Development,Laboratory Technician,1,2319,1,Yes,3,1,1,0,0,Entry
817,33,7,3,Medical,Male,Married,No,3,3,3,Research & Development,Research Director,3,11691,0,No,3,14,13,9,3,Intermediate
819,33,16,3,Marketing,Female,Single,Yes,1,3,2,Sales,Sales Executive,1,5324,5,No,3,6,3,2,0,Entry
820,47,2,2,Other,Female,Married,No,3,3,4,Research & Development,Manager,4,16752,1,Yes,3,26,26,14,3,Senior
823,36,1,3,Other,Female,Married,No,3,3,2,Research & Development,Manufacturing Director,2,5228,0,No,3,10,9,7,0,Intermediate
824,29,23,2,Life Sciences,Male,Married,No,3,4,1,Research & Development,Research Scientist,3,2700,1,No,4,10,10,7,0,Intermediate
825,58,2,4,Life Sciences,Male,Single,Yes,4,3,5,Research & Development,Research Director,2,19246,7,Yes,3,40,31,15,13,Senior
826,35,1,4,Life Sciences,Female,Single,No,4,4,1,Research & Development,Research Scientist,3,2506,3,No,3,7,2,2,2,Entry
827,42,1,2,Life Sciences,Female,Married,No,4,2,2,Research & Development,Manufacturing Director,4,6062,9,Yes,3,8,4,3,0,Entry
828,28,2,4,Medical,Male,Single,Yes,3,3,1,Research & Development,Research Scientist,3,4382,6,No,3,5,2,2,2,Entry
829,36,13,3,Human Resources,Male,Married,No,3,3,1,Human Resources,Human Resources,2,2143,4,No,3,8,5,2,0,Entry
830,32,4,3,Life Sciences,Female,Married,No,3,2,2,Research & Development,Manufacturing Director,3,6162,1,No,3,14,14,13,6,Intermediate
832,40,16,4,Medical,Male,Single,No,1,2,2,Research & Development,Laboratory Technician,3,5094,6,No,3,10,1,0,0,Intermediate
833,30,2,3,Medical,Female,Single,No,3,2,2,Research & Development,Manufacturing Director,4,6877,5,Yes,4,12,0,0,0,Intermediate
834,45,2,3,Life Sciences,Female,Single,No,2,2,1,Research & Development,Research Scientist,3,2274,1,No,3,1,1,0,0,Entry
836,42,29,3,Life Sciences,Male,Married,No,2,3,2,Research & Development,Manufacturing Director,2,4434,1,No,3,10,9,8,7,Intermediate
837,38,12,3,Life Sciences,Male,Divorced,No,1,2,2,Research & Development,Healthcare Representative,1,6288,2,No,3,13,4,3,1,Intermediate
838,34,16,4,Life Sciences,Female,Single,No,3,2,1,Research & Development,Research Scientist,4,2553,1,No,3,6,5,2,1,Entry
840,49,11,3,Marketing,Female,Married,Yes,3,3,3,Sales,Sales Executive,4,7654,1,No,3,9,9,8,7,Entry
842,55,2,1,Medical,Male,Single,Yes,3,3,2,Sales,Sales Executive,4,5160,4,No,3,12,9,7,7,Intermediate
843,43,14,2,Life Sciences,Male,Married,No,2,3,4,Research & Development,Research Director,1,17159,6,No,4,22,4,1,1,Senior
844,27,5,1,Technical Degree,Male,Divorced,No,3,2,3,Research & Development,Research Director,4,12808,1,Yes,3,9,9,8,0,Entry
845,35,7,3,Other,Male,Single,No,3,3,3,Research & Development,Manufacturing Director,3,10221,3,No,4,17,8,5,1,Senior
846,28,2,4,Marketing,Female,Married,No,2,3,2,Sales,Sales Executive,2,4779,1,Yes,4,8,8,7,7,Entry
847,34,3,2,Human Resources,Male,Married,No,3,3,1,Human Resources,Human Resources,4,3737,0,No,3,4,3,2,0,Entry
848,26,5,2,Medical,Female,Married,Yes,3,2,1,Research & Development,Research Scientist,3,2366,1,Yes,3,8,8,7,1,Entry
850,27,3,3,Medical,Male,Married,No,4,3,1,Research & Development,Research Scientist,4,1706,1,No,3,0,0,0,0,Entry
851,51,26,4,Marketing,Female,Married,No,1,3,4,Sales,Manager,3,16307,2,No,3,29,20,6,4,Senior
852,44,4,3,Medical,Male,Single,No,4,3,2,Research & Development,Healthcare Representative,2,5933,9,No,3,10,5,2,2,Intermediate
854,25,2,1,Medical,Male,Single,No,1,4,1,Research & Development,Research Scientist,1,3424,7,No,3,6,4,3,0,Entry
855,33,1,3,Medical,Male,Divorced,No,1,4,2,Sales,Sales Executive,1,4037,1,No,4,9,9,8,0,Entry
856,35,27,1,Medical,Female,Single,No,3,2,1,Research & Development,Research Scientist,1,2559,1,No,3,6,6,5,1,Entry
857,36,1,2,Life Sciences,Male,Married,No,2,3,2,Sales,Sales Executive,4,6201,1,Yes,3,18,18,14,4,Senior
859,32,13,4,Life Sciences,Male,Divorced,No,2,3,2,Sales,Sales Executive,4,4403,2,No,3,8,5,2,0,Entry
861,30,5,4,Life Sciences,Male,Divorced,No,2,2,1,Research & Development,Research Scientist,4,3761,9,No,3,10,5,4,0,Intermediate
862,53,7,2,Marketing,Female,Married,No,1,2,3,Sales,Sales Executive,4,10934,7,Yes,3,35,5,2,0,Senior
864,45,9,3,Marketing,Male,Divorced,No,4,3,3,Sales,Sales Executive,1,10761,4,Yes,3,18,5,4,0,Senior
865,32,8,2,Medical,Female,Married,No,3,4,2,Research & Development,Research Scientist,3,5175,5,No,3,9,5,3,1,Entry
867,52,25,4,Medical,Female,Married,No,3,2,4,Research & Development,Manufacturing Director,4,13826,3,No,4,31,9,8,0,Senior
868,37,16,4,Marketing,Male,Divorced,No,4,2,2,Sales,Sales Executive,3,6334,4,No,3,9,1,0,0,Entry
869,28,8,2,Medical,Male,Divorced,No,2,2,1,Human Resources,Human Resources,4,4936,1,No,3,6,5,1,0,Entry
872,22,1,2,Life Sciences,Male,Married,No,4,2,2,Research & Development,Manufacturing Director,4,4775,6,No,4,4,2,2,2,Entry
874,44,8,4,Life Sciences,Male,Married,No,1,4,1,Research & Development,Laboratory Technician,4,2818,2,Yes,4,10,3,2,0,Intermediate
875,42,2,1,Medical,Male,Single,No,2,3,1,Research & Development,Research Scientist,4,2515,5,Yes,3,8,2,1,2,Entry
